sacc;stitle;sscinames
LN717274;Uncultured metazoan partial 18S rRNA gene, isolate AhypMOTU09, clone AhypWBN11c04;uncultured metazoan
LN852328;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_473;uncultured eukaryote
LN852330;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_476;uncultured eukaryote
LN852331;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_477;uncultured eukaryote
LN852332;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_480;uncultured eukaryote
LN852334;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_487;uncultured eukaryote
LN852337;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_495;uncultured eukaryote
LN852338;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_496;uncultured eukaryote
LN852339;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_498;uncultured eukaryote
LN852343;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_506;uncultured eukaryote
LN852349;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_521;uncultured eukaryote
LN852350;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_522;uncultured eukaryote
LN852351;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_523;uncultured eukaryote
LN852352;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_524;uncultured eukaryote
LN852353;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_535;uncultured eukaryote
LN852354;Uncultured eukaryote partial 18S rRNA gene, clone UnEu-Kongs_537;uncultured eukaryote
LN869943;Scuticociliatia sp. aLPN3 partial 18S rRNA gene, isolate aLPN3 Scuticociliate;Scuticociliatia sp. aLPN3
LN870020;Choreotrichia sp. bLPN2 partial 18S rRNA gene, isolate bLPN2 Choreotrich;Choreotrichia sp. bLPN2
LN870023;Choreotrichia sp. 1 bLPN3 partial 18S rRNA gene, isolate bLPN3 Choreotrich (m1);Choreotrichia sp. 1 bLPN3
LN870047;Stichotrichia sp. 4 bOmb1 partial 18S rRNA gene, isolate bOmb1 Uroleptus-like ciliate;Stichotrichia sp. 4 bOmb1
LN870131;Choreotrichia sp. cPFEU1 partial 18S rRNA gene, isolate cPFEU1;Choreotrichia sp. cPFEU1
LN880493;uncultured eukaryote partial 18S rRNA gene, clone Bd3_euk_10;uncultured eukaryote
LN899821;Ralstonia solanacearum genome assembly 9 genomes, chromosome III;Ralstonia solanacearum
LR025747;uncultured ciliate genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate 11ZS18;uncultured ciliate
LR216841;uncultured marine eukaryote partial 18S rRNA gene, isolate AB240_C16_CHOA_H_41_S;uncultured marine eukaryote
LR216848;uncultured marine eukaryote partial 18S rRNA gene, isolate AA538_N18_CHOA_H_23_D;uncultured marine eukaryote
LR216853;uncultured marine eukaryote partial 18S rRNA gene, isolate AB234_M18_CHRG_P_51_S;uncultured marine eukaryote
LR216854;uncultured marine eukaryote partial 18S rRNA gene, isolate AB234_I17_CHRG_P_51_S;uncultured marine eukaryote
LR216856;uncultured marine eukaryote partial 18S rRNA gene, isolate AB234_K14_CHRG_P_51_S;uncultured marine eukaryote
LR216922;uncultured marine eukaryote partial 18S rRNA gene, isolate AA535_M17_CRYP_P_23_D;uncultured marine eukaryote
LR216998;uncultured marine eukaryote partial 18S rRNA gene, isolate AB208_J02_MLV1_H_48_S;uncultured marine eukaryote
LR217392;uncultured marine eukaryote partial 18S rRNA gene, isolate AB536_D16_META_H_41_D;uncultured marine eukaryote
LR217393;uncultured marine eukaryote partial 18S rRNA gene, isolate AB535_A05_META_H_46_S;uncultured marine eukaryote
LR217394;uncultured marine eukaryote partial 18S rRNA gene, isolate AB536_I11_META_H_41_D;uncultured marine eukaryote
LR217395;uncultured marine eukaryote partial 18S rRNA gene, isolate AB535_M15_META_H_46_S;uncultured marine eukaryote
LR217466;uncultured marine eukaryote partial 18S rRNA gene, isolate AB536_E03_PICZ_H_41_D;uncultured marine eukaryote
LR217671;uncultured marine eukaryote partial 18S rRNA gene, isolate AB204_J19_PRYM_P_47_S;uncultured marine eukaryote
LR217672;uncultured marine eukaryote partial 18S rRNA gene, isolate AB204_P17_PRYM_P_47_S;uncultured marine eukaryote
LR217673;uncultured marine eukaryote partial 18S rRNA gene, isolate AB206_A16_TELO_H_47_S;uncultured marine eukaryote
LR632925;Haptophyta environmental samples partial 18S rRNA gene;Haptophyta environmental samples
LR632926;Haptophyta environmental samples partial 18S rRNA gene;Haptophyta environmental samples
LS999895;uncultured ciliate partial 18S rRNA gene, isolate 1ZS18;uncultured ciliate
LS999898;uncultured ciliate partial 18S rRNA gene, isolate 4ZS18;uncultured ciliate
LS999900;uncultured ciliate partial 18S rRNA gene, isolate 6ZS18;uncultured ciliate
LT631075;Acropora granulosa partial 18S rRNA gene, specimen voucher PFB125;Acropora granulosa
LT796440;Uncultured Diversispora partial 18S rRNA gene, clone OTU_358;uncultured Diversispora
LT830688;Uncultured Glomeromycotina partial 18S rRNA gene, isolate LOxGV2 VTX00193, clone IVXOC1002I420R;uncultured Glomeromycotina
LT836974;Uncultured Paraglomus partial 18S rRNA gene, isolate KRy8 VT335, clone G4D9EZ001D1CGA;uncultured Paraglomus
MF040537;Uncultured bacterium clone DWI12C 16S ribosomal RNA gene, partial sequence;uncultured bacterium
MF040542;Uncultured bacterium clone DWI12F 16S ribosomal RNA gene, partial sequence;uncultured bacterium
MF040565;Uncultured bacterium clone DWI12G 16S ribosomal RNA gene, partial sequence;uncultured bacterium
MF092390;Uncultured bacterium clone Shelves_A_19 16S ribosomal RNA gene, partial sequence;uncultured bacterium
MF319861;Uncultured eukaryote clone 30_4 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MF319862;Uncultured eukaryote clone 30_2 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MF319863;Uncultured eukaryote clone 38_1 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MF319864;Uncultured eukaryote clone 6_6 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MF319865;Uncultured eukaryote clone 6_8 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MF319866;Uncultured eukaryote clone 33_7 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MF319867;Uncultured eukaryote clone 33_8 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MF563461;Sulfurimonas sp. strain BS78 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563462;Sulfurimonas sp. strain BS79 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563463;Sulfurimonas sp. strain BS80 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563464;Sulfurimonas sp. strain BS81 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563465;Sulfurimonas sp. strain BS82 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563467;Sulfurimonas sp. strain BS84 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563468;Sulfurimonas sp. strain BS85 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563470;Sulfurimonas sp. strain BS87 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563471;Sulfurimonas sp. strain BS88 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563472;Sulfurimonas sp. strain BS89 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563473;Sulfurimonas sp. strain BS90 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563474;Sulfurimonas sp. strain BS91 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF563476;Sulfurimonas sp. strain BS1 16S ribosomal RNA gene, partial sequence;Sulfurimonas sp.
MF942688;Uncultured archaeon clone 60_mid 16S ribosomal RNA gene, partial sequence;uncultured archaeon
MF942709;Uncultured bacterium clone 17_shallow 16S ribosomal RNA gene, partial sequence;uncultured bacterium
MF980396;Eudicot environmental sample clone E95 18S ribosomal RNA gene, partial sequence;eudicot environmental sample
MF980397;Eudicot environmental sample clone E130 18S ribosomal RNA gene, partial sequence;eudicot environmental sample
MF980402;Liliopsida environmental sample clone E89 18S ribosomal RNA gene, partial sequence;Liliopsida environmental sample
MF980410;Uncultured Eurotiomycetes clone E100 18S ribosomal RNA gene, partial sequence;uncultured Eurotiomycetes
MF980415;Uncultured Agaricomycetes clone E97 18S ribosomal RNA gene, partial sequence;uncultured Agaricomycetes
MF980420;Uncultured Microbotryomycetes clone E100 18S ribosomal RNA gene, partial sequence;uncultured Microbotryomycetes
MF980423;Uncultured Microbotryomycetes clone E100 18S ribosomal RNA gene, partial sequence;uncultured Microbotryomycetes
MF980424;Uncultured Tremellomycetes clone E95 18S ribosomal RNA gene, partial sequence;uncultured Tremellomycetes
MF980430;Uncultured Bacillariophyceae clone E510 18S ribosomal RNA gene, partial sequence;uncultured Bacillariophyceae
MF980432;Uncultured Oligohymenophorea clone E89 18S ribosomal RNA gene, partial sequence;uncultured Oligohymenophorea
MF980443;Appendicularia environmental sample clone E5 18S ribosomal RNA gene, partial sequence;Appendicularia environmental sample
MF980444;Mammal environmental sample clone E5 18S ribosomal RNA gene, partial sequence;mammal environmental sample
MG132640;Uncultured fungus clone pollen403 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132641;Uncultured fungus clone Pollen408 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132642;Uncultured fungus clone pollen409 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132645;Uncultured fungus clone pollen413 internal transcribed spacer 2 and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132646;Uncultured fungus clone Pollen414 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132647;Uncultured fungus clone pollen415 internal transcribed spacer 2 and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132649;Uncultured fungus clone pollen417 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132651;Uncultured fungus clone pollen424 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132652;Uncultured fungus clone pollen425 internal transcribed spacer 2 and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132656;Uncultured fungus clone pollen429 internal transcribed spacer 2 and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132657;Uncultured fungus clone Pollen430 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132658;Uncultured fungus clone pollen432 internal transcribed spacer 2 and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG132661;Uncultured fungus clone pollen439 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;uncultured fungus
MG253492;Pleuronectes sp. SH-2018 isolate H1 cytochrome oxidase subunit I (COI) gene, partial cds;Pleuronectes sp. SH-2018
MG253493;Pleuronectes sp. SH-2018 isolate H2 cytochrome oxidase subunit I (COI) gene, partial cds;Pleuronectes sp. SH-2018
MG253495;Pleuronectes sp. SH-2018 isolate H4 cytochrome oxidase subunit I (COI) gene, partial cds;Pleuronectes sp. SH-2018
MG253497;Pleuronectes sp. SH-2018 isolate H6 cytochrome oxidase subunit I (COI) gene, partial cds;Pleuronectes sp. SH-2018
MG253500;Pleuronectes sp. SH-2018 isolate H9 cytochrome oxidase subunit I (COI) gene, partial cds;Pleuronectes sp. SH-2018
MG253501;Pleuronectes sp. SH-2018 isolate H10 cytochrome oxidase subunit I (COI) gene, partial cds;Pleuronectes sp. SH-2018
MG253503;Pleuronectes sp. SH-2018 isolate H12 cytochrome oxidase subunit I (COI) gene, partial cds;Pleuronectes sp. SH-2018
MG253504;Pleuronectes sp. SH-2018 isolate H13 cytochrome oxidase subunit I (COI) gene, partial cds;Pleuronectes sp. SH-2018
MG253505;Pleuronectes sp. SH-2018 isolate H14 cytochrome oxidase subunit I (COI) gene, partial cds;Pleuronectes sp. SH-2018
MG253506;Pleuronectes sp. SH-2018 isolate H15 cytochrome oxidase subunit I (COI) gene, partial cds;Pleuronectes sp. SH-2018
MG253507;Pleuronectes sp. SH-2018 isolate H16 cytochrome oxidase subunit I (COI) gene, partial cds;Pleuronectes sp. SH-2018
MG266093;Uncultured Chytridiomycota clone MossITSLSU811 internal transcribed spacer 2 and large subunit ribosomal RNA gene, partial sequence;uncultured Chytridiomycota
MG266094;Uncultured Chytridiomycota clone MossITSLSU815 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;uncultured Chytridiomycota
MG266115;Uncultured diatom clone MossITSLSU913 internal transcribed spacer 2, and 28S ribosomal RNA gene, region;uncultured diatom
MG266120;Uncultured Oedogoniales clone MossITSLSU77 internal transcribed spacer 2 and large subunit ribosomal RNA gene, partial sequence;uncultured Oedogoniales
MG266121;Uncultured Oedogoniales clone MossITSLSU79 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;uncultured Oedogoniales
MG266122;Uncultured Oedogoniales clone MossITSLSU716 internal transcribed spacer 2 and large subunit ribosomal RNA gene, partial sequence;uncultured Oedogoniales
MG266123;Uncultured Chlorophyceae clone MossITSLSU82 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;uncultured Chlorophyceae
MG418684;Uncultured eukaryote clone 2-MSTAReuk:3 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MG418688;Uncultured eukaryote clone 2-MSTAReuk:7 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MG418741;Uncultured eukaryote clone 6-MSTAReuk:4 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MG418761;Uncultured eukaryote clone 7-MSTAReuk:5 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MG418773;Uncultured eukaryote clone 8-MSTAReuk:1 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MG418777;Uncultured eukaryote clone 8-MSTAReuk:5 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MG418785;Uncultured eukaryote clone 8-MSTAReuk:13 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MG418810;Uncultured eukaryote clone 9-MSTAReuk:18 small subunit ribosomal RNA gene, partial sequence;uncultured eukaryote
MG552018;Uncultured Opitutus sp. clone CSVI49 16S ribosomal RNA gene, partial sequence;uncultured Opitutus sp.
MG674904;Uncultured Hydrurus clone Boeck1 18S ribosomal RNA gene, partial sequence;uncultured Hydrurus sp.
MG674906;Uncultured Chrysophyceae clone Boeck4 18S ribosomal RNA gene, partial sequence;uncultured Chrysophyceae
MG674907;Uncultured Hydrurus clone Boeck27 18S ribosomal RNA gene, partial sequence;uncultured Hydrurus sp.
MG674908;Uncultured Hydrurus clone Boeck31 18S ribosomal RNA gene, partial sequence;uncultured Hydrurus sp.
MG674909;Uncultured Chrysolepidomonas clone Esp10 18S ribosomal RNA gene, partial sequence;uncultured Chrysolepidomonas
MG674910;Uncultured Chrysophyceae clone Esp16 18S ribosomal RNA gene, partial sequence;uncultured Chrysophyceae
MG674911;Uncultured Chrysolepidomonas clone Esp17 18S ribosomal RNA gene, partial sequence;uncultured Chrysolepidomonas
MG674913;Uncultured Ochromonas clone Esp24 18S ribosomal RNA gene, partial sequence;uncultured Ochromonas
MG760884;Fungal sp. voucher ARIZ:EAB113 internal transcribed spacer 1, partial sequence 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence and large subunit ribosomal RNA gene, partial sequence;fungal sp.
